name,user rating,Price,MS Office Provided,Dedicated Graphic Memory Capacity,SSD Capacity,Graphic Processor,Number of Cores,Operating System,Refresh Rate,Brand,Professional,Gaming,EveryDay,Processor,RAM(in GB),Price_Normalized,SSD Capacity (In Gb),SSD Capacity Normalized,Normalized review,Number of Cores_Normalized,HDD Capacity,HDD Capacity_Normalized,Price_Category,Pocket Friendly,Mid Range,High End,laptop_Link
"lenovo ideapad gaming 3i ryzen 7 octa core r7-5800h 5th gen - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050) 15ach6 gaming laptop  (15.6 inch, shadow black, 2.25 kg, with ms office)",4.20623188405797,87717,1,4 gb,512 gb,nvidia geforce rtx 3050,8,windows,,lenovo,0,1,0,ryzen 7 octa core r7-5800h 5th gen,16,0.250793706293706,512,0.2,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo yoga slim 7 core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) 82a300mbin thin and light laptop  (14 inch, slate grey, with ms office)",4.20623188405797,75990,1,0,512 gb,intel integrated intel,6,windows,,lenovo,0,0,0,core i5 11th gen,16,0.20979020979021,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo yoga slim 7 core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl05 thin and light laptop  (14 inch, slate grey, 1.36 kg, with ms office)",4.20623188405797,78395,1,0,512 gb,intel integrated iris xe graphics,4,windows,,lenovo,1,0,1,core i7 11th gen,16,0.218199300699301,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo lenovo v15 celeron dual core - (4 gb/256 gb ssd/windows 10) 82c30053ih thin and light laptop  (15.6 inch, iron grey)",3,29290,0,0,256 gb,intel integrated intel hd,,windows,,lenovo,0,0,0,,4,0.0465034965034965,256,0.0666666666666667,0.375,0,0,0,Pocket Friendly,1,0,0,
"lenovo yoga 6 ryzen 7 octa core r7-5700u 5th gen - (16 gb/1 tb ssd/windows 11 home) 13alc6 2 in 1 laptop  (13.3 inch, abyss blue, 1.31 kg, with ms office)",4.20623188405797,91308,1,0,1 tb,amd radeon integrated amd radeon graphics,8,windows,,lenovo,1,0,1,ryzen 7 octa core r7-5700u 5th gen,16,0.26334965034965,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo yoga 7i ryzen 7 octa core r7-5800u 5th gen - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop  (14 inch, slate grey, 1.43 kg, with ms office)",4.20623188405797,99219,1,0,512 gb,amd radeon integrated amd radeon graphics,,windows,,lenovo,1,0,1,ryzen 7 octa core r7-5800u 5th gen,16,0.29101048951049,512,0.2,0.751947463768116,0,0,0,High End,0,0,1,
"lenovo thinkbook 15 core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) thinkbook 15 notebook  (15.6 inch, minral grey, 1.9 kg)",4.20623188405797,53990,0,0,512 gb,intel integrated intel uhd,2,windows,60 hz,lenovo,1,0,1,core i3 11th gen,8,0.132867132867133,512,0.2,0.751947463768116,0.0769230769230769,0,0,Mid Range,0,1,0,
"lenovo ideapad gaming 3 core i5 11th gen - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050) 15ihu6 gaming laptop  (15.6 inch, shadow black, 2.25 kg, with ms office)",4.20623188405797,72990,1,4 gb,512 gb,nvidia geforce rtx 3050,6,windows,,lenovo,0,1,0,core i5 11th gen,8,0.199300699300699,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad gaming 3 ryzen 7 octa core 5800h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce gtx 1650) 15ach6 gaming laptop  (15.6 inch, shadow black, 2.25 kg)",4.20623188405797,77990,0,4 gb,512 gb,nvidia geforce gtx 1650,8,windows,,lenovo,0,1,0,,16,0.216783216783217,512,0.2,0.751947463768116,0.538461538461539,0,0,Mid Range,0,1,0,
"lenovo ideapad gaming 3 ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce rtx 3050) 15ach6 gaming laptop  (15.6 inch, shadow black, 2.25 kg, with ms office)",5,69990,1,4 gb,512 gb,nvidia geforce rtx 3050,,windows,,lenovo,0,1,0,,8,0.188811188811189,512,0.2,1,0,0,0,Mid Range,0,1,0,
"lenovo ideapad flex 5 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) 14itl05 2 in 1 laptop  (14 inch, graphite grey, with ms office)",4.20623188405797,58990,1,0,512 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,core i3 11th gen,8,0.15034965034965,512,0.2,0.751947463768116,0.0769230769230769,0,0,Mid Range,0,1,0,
"lenovo ideapad 1 celeron dual core - (4 gb/256 gb ssd/windows 11 home) 11igl05 thin and light laptop  (11.6 inch, platinum grey, with ms office)",3.7,23990,1,0,256 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,,4,0.027972027972028,256,0.0666666666666667,0.59375,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad flex 5 ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 11 home) 14alc05 2 in 1 laptop  (14 inch, graphite grey, with ms office)",4.20623188405797,57990,1,0,512 gb,amd radeon amd,6,windows,,lenovo,1,0,1,,8,0.146853146853147,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) 14itl6 thin and light laptop  (14 inch, arctic grey, with ms office)",4.6,42990,1,0,512 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0944055944055944,512,0.2,0.875,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo yoga 7 core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl5 2 in 1 laptop  (14 inch, slate grey, with ms office)",4.20623188405797,99990,1,0,512 gb,intel integrated iris xe,4,windows,,lenovo,1,0,1,core i7 11th gen,16,0.293706293706294,512,0.2,0.751947463768116,0.230769230769231,0,0,High End,0,0,1,
"lenovo yoga 6 ryzen 7 octa core 5700u - (16 gb/512 gb ssd/windows 11 home) 13alc6 2 in 1 laptop  (13.3 inch, abyss blue, 1.32 kg, with ms office)",4.20623188405797,79998,1,0,512 gb,amd radeon,8,windows,,lenovo,1,0,1,,16,0.223804195804196,512,0.2,0.751947463768116,0.538461538461539,0,0,Mid Range,0,1,0,
"lenovo core i5 10th gen - (4 gb/1 tb hdd/dos) v14 iil laptop  (14 inch, grey)",4.20623188405797,47499,0,0,,na integrated_graphics,6,dos,,lenovo,1,0,1,core i5 10th gen,4,0.110171328671329,,,0.751947463768116,0.384615384615385,1,1,Mid Range,0,1,0,
"lenovo ideapad core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) ideapad 5 15itl05 thin and light laptop  (15.6 inch, graphite grey, 1.66 kg, with ms office)",5,62990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,lenovo,1,0,1,core i5 11th gen,16,0.164335664335664,512,0.2,1,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) 15itl05 thin and light laptop  (15.6 inch, platinum grey, 1.7 kg, with ms office)",3.7,40990,1,0,512 gb,intel integrated uhd graphics,2,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0874125874125874,512,0.2,0.59375,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad core i5 10th gen - (8 gb/512 gb ssd/windows 11 home) 15iml05 thin and light laptop  (15.6 inch, platinum grey, 1.7 kg kg, with ms office)",4.5,45799,1,0,512 gb,intel integrated uhd graphics,4,windows,,lenovo,1,0,1,core i5 10th gen,8,0.104227272727273,512,0.2,0.84375,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) 14itl6 thin and light laptop  (14 inch, arctic grey, dual array microphone kg, with ms office)",3.3,50990,1,0,512 gb,intel integrated iris xe graphics,4,windows,,lenovo,1,0,1,core i5 11th gen,8,0.122377622377622,512,0.2,0.46875,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad 5 ryzen 7 octa core 5800u - (16 gb/1 tb ssd/windows 11 home) ideapad 5 pro 14acn6 thin and light laptop  (14 inch, storm grey, 1.38 kg, with ms office)",4.20623188405797,72998,1,0,1 tb,amd radeon radeon,8,windows,,lenovo,1,0,1,,16,0.199328671328671,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,Mid Range,0,1,0,
"lenovo ideapad 5 14itl05 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) 14itl05 laptop  (14 inch, graphite grey, with ms office)",4.20623188405797,59999,1,0,512 gb,intel integrated integrated intel iris xe graphics,4,windows,,lenovo,0,0,0,core i5 11th gen,8,0.153877622377622,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo core i3 10th gen - (8 gb/1 tb hdd/windows 11 home) ideapad 3 15iml05 laptop  (15.6 inch, platinum grey, with ms office)",4.2,38990,1,0,,na uhd graphic,,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0804195804195804,,,0.75,0,1,1,Pocket Friendly,1,0,0,
"lenovo core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl6 laptop  (14 inch, storm grey, with ms office)",4.20623188405797,72032,1,0,512 gb,intel integrated,6,windows,,lenovo,1,0,1,core i5 11th gen,16,0.195951048951049,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo core i5 11th gen - (8 gb/512 gb ssd/windows 11 home) 15itl6 laptop  (15.6 inch, arctic grey, with ms office)",4.20623188405797,55999,1,0,512 gb,intel integrated,6,windows,,lenovo,1,0,1,core i5 11th gen,8,0.139891608391608,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 15iml05 core i3 10th gen - (8 gb/windows 11 home) ideapad 3 15iml05 thin and light laptop  (15.6 inch, platinum grey, 1.7 kg, with ms office)",4,33990,1,0,,intel integrated uhd graphics,2,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0629370629370629,,,0.6875,0.0769230769230769,1,1,Pocket Friendly,1,0,0,
"lenovo ideapad core i3 10th gen - (4 gb/256 gb ssd/windows 11 home) 14iil05 laptop  (14 inch, abyss blue, with ms office)",4.8,34490,1,0,256 gb,intel integrated,,windows,,lenovo,1,0,1,core i3 10th gen,4,0.0646853146853147,256,0.0666666666666667,0.9375,0,0,0,Pocket Friendly,1,0,0,
"lenovo core i3 10th gen - (8 gb/1 tb hdd/windows 11 home) 15iml05 laptop  (15.6 inch, platinum grey, with ms office)",3.4,37999,1,0,,intel integrated,,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0769545454545455,,,0.5,0,1,1,Pocket Friendly,1,0,0,
"lenovo core i3 10th gen - (8 gb/512 gb ssd/windows 11 home) 15iml05 thin and light laptop  (15.6 inch, platinum grey, 1.7 kg, with ms office)",4.4,36990,1,0,512 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0734265734265734,512,0.2,0.8125,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad core i3 10th gen - (4 gb/256 gb ssd/windows 11 home) ideapad 3 14iil05 thin and light laptop  (14 inch, abyss blue, 1.6 kg, with ms office)",4,31990,1,0,256 gb,intel integrated uhd graphics,2,windows,,lenovo,1,0,1,core i3 10th gen,4,0.055944055944056,256,0.0666666666666667,0.6875,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo thinpad e15 g2 core i5 11th gen - (8 gb/512 gb ssd/windows 10 pro/512 mb graphics) e15 g2 laptop  (15.6 inch, black)",4.20623188405797,89998,0,512 mb,512 gb,intel integrated,6,windows,,lenovo,1,1,1,core i5 11th gen,8,0.258769230769231,512,0.2,0.751947463768116,0.384615384615385,0,0,High End,0,0,1,
"lenovo ryzen 7 octa core 5800h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics) 15ach6 laptop  (15.6 inch, shadow_black, 2.4 kg)",3.7,74590,0,4 gb,512 gb,nvidia geforce gtx nvidia geforce gtx 1650 4gb gddr6,8,windows,,lenovo,1,1,1,,16,0.204895104895105,512,0.2,0.59375,0.538461538461539,0,0,Mid Range,0,1,0,
"lenovo ideapad 5 pro ryzen 7 hexa core - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce nvidia geforce gtx 1650 4gb gddr6) 16ach6 gaming laptop  (16 inch, storm grey, 1.41 kg, with ms office)",4.20623188405797,79620,1,4 gb,512 gb,nvidia geforce nvidia geforce gtx 1650 4gb gddr6,,windows,,lenovo,1,1,1,,16,0.222482517482518,512,0.2,0.751947463768116,0,0,0,Mid Range,0,1,0,
"lenovo yoga 6 ryzen 5 hexa core 5500u - (16 gb/1 tb ssd/windows 11 home) yoga 6 thin and light laptop  (13.3 inch, abyss blue, 1.31 kg, with ms office)",4.20623188405797,79978,1,0,1 tb,intel integrated integrated amd radeon graphics,4,windows,,lenovo,1,0,1,,16,0.223734265734266,1024,0.466666666666667,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad slim 5i core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) 15 itl 05 thin and light laptop  (15.6 inch, graphite grey, 1.66 kg, with ms office)",5,68498,1,0,512 gb,intel integrated iris xe,4,windows,,lenovo,1,0,1,core i5 11th gen,16,0.183594405594406,512,0.2,1,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad slim 3i (2021) core i3 10th gen - (8 gb/512 gb ssd/windows 11 home) ideapad slim 3i thin and light laptop  (15.6 inch, platinum grey, 1.65 kg, with ms office)",4.4,36599,1,0,512 gb,intel integrated,4,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0720594405594406,512,0.2,0.8125,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"lenovo core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl6 laptop  (14.22 inch, storm grey, with ms office)",4.20623188405797,85999,1,0,512 gb,intel integrated,8,windows,,lenovo,1,0,1,core i7 11th gen,16,0.244786713286713,512,0.2,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) 14itl05 laptop  (14 inch, platinum grey, with ms office)",1.8,40490,1,0,512 gb,intel integrated,4,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0856643356643357,512,0.2,0,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad 3 core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) 15itl6 laptop  (15 inch, arctic grey, with ms office)",4.20623188405797,41490,1,0,256 gb,intel integrated uhd graphics,4,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0891608391608392,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad slim 3i (2021) core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) ideapad slim 3i thin and light laptop  (15.6 inch, arctic grey, 1.65 kg, with ms office)",4.2,39988,1,0,256 gb,intel integrated,4,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0839090909090909,256,0.0666666666666667,0.75,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad amd ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 11 home) 15alc6 laptop  (15.6 inch, platinum grey, with ms office)",4.8,48990,1,0,512 gb,amd radeon,,windows,,lenovo,1,0,1,,8,0.115384615384615,512,0.2,0.9375,0,0,0,Mid Range,0,1,0,
"lenovo ideapad slim 3i (2021) core i3 10th gen - (4 gb/256 gb ssd/windows 11 home) ideapad 3 thin and light laptop  (15.6 inch, platinum grey, 1.65 kg, with ms office)",4.20623188405797,39999,1,0,256 gb,intel integrated,4,windows,,lenovo,1,0,1,core i3 10th gen,4,0.0839475524475525,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad 3 core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) 15itl6 thin and light laptop  (15.6 inch, arctic grey, 1.65 kg, with ms office)",4.3,41990,1,0,512 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0909090909090909,512,0.2,0.78125,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad 3 ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 11 home) 15alc6 thin and light laptop  (15.6 inch, arctic grey, 1.65 kg, with ms office)",4.3,47490,1,0,512 gb,amd radeon amd,6,windows,,lenovo,1,0,1,,8,0.11013986013986,512,0.2,0.78125,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) 14itl05 thin and light laptop  (14 inch, platinum grey, 1.5 kg, with ms office)",4.2,39990,1,0,256 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,core i3 11th gen,8,0.0839160839160839,256,0.0666666666666667,0.75,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo core i7 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl05 laptop  (14 inch, graphite grey, with ms office)",4.20623188405797,86648,1,0,512 gb,intel integrated iris xe graphics,8,windows,,lenovo,1,0,1,core i7 11th gen,16,0.247055944055944,512,0.2,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo ideapad 3 core i5 10th gen - (8 gb/512 gb ssd/windows 11 home/2 gb graphics) 15iml05 laptop  (15.6 inch, platinum grey, 1.85 kg, with ms office)",4.20623188405797,54999,1,2 gb,512 gb,intel integrated uhd,4,windows,,lenovo,1,1,1,core i5 10th gen,8,0.136395104895105,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo core i3 11th gen - (8 gb/512 gb ssd/windows 11 home) ideapad 3 15itl6 laptop  (15.6 inch, arctic grey, with ms office)",4.20623188405797,45980,1,0,512 gb,intel integrated,4,windows,,lenovo,1,0,1,core i3 11th gen,8,0.10486013986014,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo ideapad ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 11 home) ideapad 3 14alc6ub thin and light laptop  (14 inch, abyss blue, 1.66 kg, with ms office)",4.20623188405797,48490,1,0,512 gb,amd radeon radeon,,windows,,lenovo,1,0,1,,8,0.113636363636364,512,0.2,0.751947463768116,0,0,0,Mid Range,0,1,0,
"lenovo ideapad 5 pro ryzen 7 octa core 5800u - (16 gb/512 gb ssd/windows 11 home) 14acn6 thin and light laptop  (14 inch, storm grey, 1.38 kg, with ms office)",4.20623188405797,67990,1,0,512 gb,amd radeon amd,8,windows,,lenovo,1,0,1,,16,0.181818181818182,512,0.2,0.751947463768116,0.538461538461539,0,0,Mid Range,0,1,0,
"lenovo ideapad gaming 3 ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce gtx 1650/120 hz) 15ach6| 15ach6d1| ideapad gaming3 15ach6d1 gaming laptop  (15.6 inch, shadow black, 2.25$$kg kg)",4.5,60990,0,4 gb,512 gb,nvidia geforce gtx 1650,6,windows,120 hz,lenovo,0,1,0,,8,0.157342657342657,512,0.2,0.84375,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 core i3 11th gen - (8 gb/256 gb ssd/windows 11 home) ideapad 3 15itl6 ub thin and light laptop  (15.6 inch, arctic grey, 1.65 kg, with ms office)",4.3,38990,1,0,256 gb,intel integrated uhd,2,windows,,lenovo,0,0,0,core i3 11th gen,8,0.0804195804195804,256,0.0666666666666667,0.78125,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo legion 5 ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia geforce gtx nvidia® geforce® gtx 1650 (4gb gddr6)/60 hz) 15ach6 gaming laptop  (15.6 inch, phantom blue, 2.4 kg)",4.20623188405797,75099,0,4 gb,512 gb,nvidia geforce gtx nvidia® geforce® gtx 1650 (4gb gddr6),6,windows,60 hz,lenovo,0,1,0,,8,0.206674825174825,512,0.2,0.751947463768116,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo core i7 10th gen - (16 gb/512 gb ssd/windows 10/2 gb graphics) 20s0s1mc00 business laptop  (12 inch, black)",4.20623188405797,170000,0,2 gb,512 gb,nvidia geforce gtx 2 gb mx330,8,windows,,lenovo,1,1,1,core i7 10th gen,16,0.538496503496504,512,0.2,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo legion 5 ryzen 7 octa core 5800h - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 3060) 15ach6h gaming laptop  (15.6 inch, phantom blue, shadow black, 2.4 kg, with ms office)",4.20623188405797,137990,1,6 gb,1 tb,nvidia geforce rtx 3060,8,windows,,lenovo,0,1,0,,16,0.426573426573427,1024,0.466666666666667,0.751947463768116,0.538461538461539,0,0,High End,0,0,1,
"lenovo yoga 6 ryzen 7 octa core 5700u - (16 gb/512 gb ssd/windows 11 home) 13alc6 2 in 1 laptop  (13.3 inch, abyss blue, 1.32 kg, with ms office)",4.7,77990,1,0,512 gb,amd radeon amd,,windows,,lenovo,1,0,1,,16,0.216783216783217,512,0.2,0.90625,0,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 celeron dual core - (4 gb/256 gb ssd/windows 10 home) 14igl05 thin and light laptop  (14 inch, platinum grey, 1.5 kg)",4.20623188405797,30699,0,0,256 gb,intel integrated uhd,2,windows,,lenovo,1,0,1,,4,0.0514300699300699,256,0.0666666666666667,0.751947463768116,0.0769230769230769,0,0,Pocket Friendly,1,0,0,
"lenovo celeron dual core - (4 gb/1 tb hdd/dos) v15-igl laptop  (15.6 inch, grey, 1.85 kg)",3.1,29999,0,0,,intel integrated intel integrated uhd,,dos,,lenovo,1,0,1,,4,0.0489825174825175,,,0.40625,0,1,1,Pocket Friendly,1,0,0,
"lenovo yoga 6 ryzen 5 hexa core 5500u - (16 gb/512 gb ssd/windows 11 home) yoga 6 thin and light laptop  (13.3 inch, abyss_blue, 1.31 kg, with ms office)",4.20623188405797,74798,1,0,512 gb,intel integrated integrated amd radeon graphics,4,windows,,lenovo,1,0,1,,16,0.205622377622378,512,0.2,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo v15 core i3 11th gen - (4 gb/256 gb ssd/windows 10 home) v15 g2 itl thin and light laptop  (15.6 inch, iron grey)",4.20623188405797,43990,0,0,256 gb,intel integrated uhd,4,windows,,lenovo,1,0,1,core i3 11th gen,4,0.0979020979020979,256,0.0666666666666667,0.751947463768116,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo core i5 10th gen - (8 gb/1 tb hdd/windows 10 home/4 gb graphics/nvidia geforce gtx nvidia geforce gtx 1650 4gb gddr6) 81y40183in gaming laptop  (15.6 inch, onyx black)",4.20623188405797,62990,0,4 gb,,nvidia geforce gtx nvidia geforce gtx 1650 4gb gddr6,6,windows,,lenovo,0,1,0,core i5 10th gen,8,0.164335664335664,,,0.751947463768116,0.384615384615385,1,1,Mid Range,0,1,0,
"lenovo ideapad 3 core i3 10th gen - (8 gb/256 gb ssd/windows 10 home) 15iil05 laptop  (15.6 inch, platinum grey, 1.85 kg, with ms office)",4.20623188405797,43900,1,0,256 gb,intel integrated uhd,,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0975874125874126,256,0.0666666666666667,0.751947463768116,0,0,0,Mid Range,0,1,0,
"lenovo core i3 10th gen - (4 gb/256 gb ssd/windows 10 home) 81wd010tin laptop  (12 inch, blue, with ms office)",4.20623188405797,38700,1,0,256 gb,intel integrated,,windows,,lenovo,1,0,1,core i3 10th gen,4,0.0794055944055944,256,0.0666666666666667,0.751947463768116,0,0,0,Pocket Friendly,1,0,0,
"lenovo core i3 10th gen - (4 gb/256 gb ssd/windows 10 home) 81wb010xin laptop  (15.6 inch, platinum grey, with ms office)",5,40990,1,0,256 gb,intel integrated,,windows,,lenovo,1,0,1,core i3 10th gen,4,0.0874125874125874,256,0.0666666666666667,1,0,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad 3 chromebook celeron dual core 4th gen - (4 gb/64 gb emmc storage/chrome os) 14igl05 chromebook  (14 inch, platinum grey, 1.4 kg)",2.8,24990,0,0,,intel integrated uhd,,chrome,,lenovo,1,0,1,core 4th gen,4,0.0314685314685315,,,0.3125,0,1,1,Pocket Friendly,1,0,0,
"lenovo legion 5 ryzen 5 hexa core 5600h - (8 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce gtx 1650) 15ach6 gaming laptop  (15.6 inch, phantom blue, shadow black, 2.4 kg)",4.6,75199,0,4 gb,512 gb,nvidia geforce gtx 1650,6,windows,,lenovo,0,1,0,,8,0.207024475524476,512,0.2,0.875,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad gaming 3 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce gtx 1650/120 hz) 15ihu6 gaming laptop  (15.6 inch, shadow black, 2.25 kg)",3.8,65990,0,4 gb,512 gb,nvidia geforce gtx 1650,6,windows,120 hz,lenovo,0,1,0,core i5 11th gen,8,0.174825174825175,512,0.2,0.625,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) 15itl6 thin and light laptop  (15.6 inch, arctic grey, 1.65 kg, with ms office)",4.3,51990,1,0,512 gb,intel integrated iris xe,4,windows,,lenovo,1,0,1,core i5 11th gen,8,0.125874125874126,512,0.2,0.78125,0.230769230769231,0,0,Mid Range,0,1,0,
"lenovo legion 5 pro core i7 11th gen - (16 gb/1 tb ssd/windows 11 home/6 gb graphics/nvidia geforce rtx 3060) 16ith6h gaming laptop  (16 inch, stingray, with ms office)",4.5,157990,1,6 gb,1 tb,nvidia geforce rtx 3060,8,windows,,lenovo,0,1,0,core i7 11th gen,16,0.496503496503497,1024,0.466666666666667,0.84375,0.538461538461539,0,0,High End,0,0,1,
"lenovo ideapad 3 celeron dual core 4th gen - (4 gb/256 gb ssd/windows 11 home) 14igl05 thin and light laptop  (14 inch, platinum grey, 1.5 kg, with ms office)",4.1,29990,1,0,256 gb,intel integrated uhd,,windows,,lenovo,1,0,1,core 4th gen,4,0.048951048951049,256,0.0666666666666667,0.71875,0,0,0,Pocket Friendly,1,0,0,
"lenovo ideapad 5 core i5 11th gen - (16 gb/512 gb ssd/windows 11 home) 14itl05 thin and light laptop  (14 inch, graphite grey, with ms office)",4.3,61990,1,0,512 gb,intel integrated uhd,6,windows,,lenovo,1,0,1,core i5 11th gen,16,0.160839160839161,512,0.2,0.78125,0.384615384615385,0,0,Mid Range,0,1,0,
"lenovo yoga 6 ryzen 5 hexa core 5500u - (16 gb/512 gb ssd/windows 10 home) 13alc6 thin and light laptop  (13.3 inch, abyss blue, 1.31 kg, with ms office)",4.20623188405797,75990,1,0,512 gb,amd radeon amd,,windows,,lenovo,1,0,1,,16,0.20979020979021,512,0.2,0.751947463768116,0,0,0,Mid Range,0,1,0,
"lenovo ideapad 3 core i3 10th gen - (8 gb/256 gb ssd/windows 11 home) 14iml05 thin and light laptop  (14 inch, platinum grey, with ms office)",4.2,34990,1,0,256 gb,intel integrated uhd,,windows,,lenovo,1,0,1,core i3 10th gen,8,0.0664335664335664,256,0.0666666666666667,0.75,0,0,0,Pocket Friendly,1,0,0,
